"Timestamp","ComputerName","OS","TotalRAM_GB","AvailableRAM_GB","CPU_Usage_Percent","Status"
"2026-02-13 18:35:53","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.34","8.33","OK"
"2026-02-13 18:36:03","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.33","12.50","OK"
"2026-02-13 18:36:13","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.32","15.75","OK"
"2026-02-13 18:36:23","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.30","18.10","OK"
"2026-02-13 18:36:33","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.29","20.00","OK"
"2026-02-13 20:12:46","DESKTOP-F1Q4S0V","Ubuntu 24.04.3 LTS","2.68","1.23","9.64","OK"
